05/04/2013	19:30	1899 Hoffenheim	-	Fortuna Düsseldorf	3:0 (1:0)	
06/04/2013	14:30	Eintracht Frankfurt	-	Bayern München	0:1 (0:0)	
	14:30	Werder Bremen	-	FC Schalke 04	0:2 (0:0)	
	14:30	Bayer Leverkusen	-	VfL Wolfsburg	1:1 (1:0)	
	14:30	Borussia Dortmund	-	FC Augsburg	4:2 (1:2)	
	14:30	Bor. Mönchengladbach	-	SpVgg Greuther Fürth	1:0 (0:0)	
	17:30	Hamburger SV	-	SC Freiburg	0:1 (0:0)	
07/04/2013	14:30	1. FC Nürnberg	-	1. FSV Mainz 05	2:1 (0:0)	
	16:30	Hannover 96	-	VfB Stuttgart	0:0 (0:0)	
1		Bayern München	28	24	3	1	79:13	66	75
2		Borussia Dortmund	28	16	7	5	66:34	32	55
3		Bayer Leverkusen	28	14	7	7	51:36	15	49
4		FC Schalke 04	28	13	6	9	48:43	5	45
5		SC Freiburg	28	11	9	8	36:33	3	42
6		Eintracht Frankfurt	28	12	6	10	42:40	2	42
7		Bor. Mönchengladbach	28	10	11	7	36:37	-1	41
8		1. FSV Mainz 05	28	10	9	9	35:32	3	39
9		Hannover 96	28	11	5	12	49:46	3	38
10		1. FC Nürnberg	28	9	11	8	33:35	-2	38
11		Hamburger SV	28	11	5	12	32:44	-12	38
12		VfL Wolfsburg	28	8	9	11	33:43	-10	33
13		VfB Stuttgart	28	9	6	13	29:46	-17	33
14		Werder Bremen	28	8	7	13	43:54	-11	31
15		Fortuna Düsseldorf	28	7	8	13	33:43	-10	29
16		FC Augsburg	28	5	9	14	25:44	-19	24
17		1899 Hoffenheim	28	6	5	17	33:52	-19	23
18		SpVgg Greuther Fürth	28	2	9	17	18:46	-28	15
