02/12/2011	19:30	Bayer Leverkusen	-	1899 Hoffenheim	2:0 (1:0)	
03/12/2011	14:30	Bayern München	-	Werder Bremen	4:1 (1:0)	
	14:30	SC Freiburg	-	Hannover 96	1:1 (0:1)	
	14:30	1. FC Kaiserslautern	-	Hertha BSC	1:1 (1:1)	
	14:30	VfL Wolfsburg	-	1. FSV Mainz 05	2:2 (2:0)	
	14:30	Bor. Mönchengladbach	-	Borussia Dortmund	1:1 (0:1)	
	17:30	VfB Stuttgart	-	1. FC Köln	2:2 (2:1)	
04/12/2011	14:30	Hamburger SV	-	1. FC Nürnberg	2:0 (1:0)	
	16:30	FC Schalke 04	-	FC Augsburg	3:1 (1:0)	
1		Bayern München	15	10	1	4	38:9	29	31
2		Borussia Dortmund	15	9	3	3	30:10	20	30
3		Bor. Mönchengladbach	15	9	3	3	24:10	14	30
4		FC Schalke 04	15	9	1	5	31:21	10	28
5		Werder Bremen	15	8	2	5	26:25	1	26
6		Bayer Leverkusen	15	7	4	4	22:19	3	25
7		VfB Stuttgart	15	6	4	5	22:17	5	22
8		Hannover 96	15	5	6	4	19:23	-4	21
9		Hertha BSC	15	4	7	4	22:23	-1	19
10		1899 Hoffenheim	15	5	3	7	16:18	-2	18
11		1. FC Köln	15	5	3	7	23:32	-9	18
12		1. FSV Mainz 05	15	4	5	6	22:28	-6	17
13		Hamburger SV	15	4	5	6	20:26	-6	17
14		VfL Wolfsburg	15	5	2	8	21:30	-9	17
15		1. FC Nürnberg	15	4	3	8	14:26	-12	15
16		1. FC Kaiserslautern	15	3	5	7	11:19	-8	14
17		SC Freiburg	15	3	4	8	20:31	-11	13
18		FC Augsburg	15	2	5	8	13:27	-14	11
