13/04/2018	19:30	VfL Wolfsburg	-	FC Augsburg	0:0 (0:0)	
14/04/2018	14:30	Hertha BSC	-	1. FC Köln	2:1 (0:1)	
	14:30	Bayer Leverkusen	-	Eintracht Frankfurt	4:1 (1:1)	
	14:30	1899 Hoffenheim	-	Hamburger SV	2:0 (2:0)	
	14:30	VfB Stuttgart	-	Hannover 96	1:1 (0:0)	
	17:30	Bayern München	-	Bor. Mönchengladbach	5:1 (2:1)	
15/04/2018	14:30	FC Schalke 04	-	Borussia Dortmund	2:0 (0:0)	
	17:00	Werder Bremen	-	RB Leipzig	1:1 (1:0)	
16/04/2018	19:30	1. FSV Mainz 05	-	SC Freiburg	2:0 (1:0)	
1		Bayern München	30	24	3	3	81:22	59	75
2		FC Schalke 04	30	16	7	7	47:33	14	55
3		Bayer Leverkusen	30	14	9	7	55:37	18	51
4		Borussia Dortmund	30	14	9	7	57:41	16	51
5		RB Leipzig	30	13	8	9	45:42	3	47
6		1899 Hoffenheim	30	12	10	8	55:42	13	46
7		Eintracht Frankfurt	30	13	7	10	41:37	4	46
8		Bor. Mönchengladbach	30	11	7	12	39:48	-9	40
9		Hertha BSC	30	9	12	9	35:35	0	39
10		VfB Stuttgart	30	11	6	13	27:35	-8	39
11		FC Augsburg	30	9	10	11	38:40	-2	37
12		Werder Bremen	30	9	10	11	34:36	-2	37
13		Hannover 96	30	9	9	12	38:44	-6	36
14		VfL Wolfsburg	30	5	15	10	30:37	-7	30
15		1. FSV Mainz 05	30	7	9	14	32:47	-15	30
16		SC Freiburg	30	6	12	12	26:50	-24	30
17		Hamburger SV	30	5	7	18	23:48	-25	22
18		1. FC Köln	30	5	6	19	29:58	-29	21
