19/04/2003	14:30	Hansa Rostock	-	Hertha BSC	0:1 (0:0)	
	14:30	Werder Bremen	-	VfL Wolfsburg	0:1 (0:0)	
	14:30	Borussia Dortmund	-	Bayern München	1:0 (0:0)	
	14:30	TSV 1860 München	-	Hamburger SV	1:1 (1:0)	
	14:30	1. FC Nürnberg	-	Arminia Bielefeld	0:0 (0:0)	
	14:30	Energie Cottbus	-	Bor. Mönchengladbach	1:1 (1:0)	
	14:30	Hannover 96	-	1. FC Kaiserslautern	2:1 (0:1)	
20/04/2003	16:30	Bayer Leverkusen	-	FC Schalke 04	1:3 (1:1)	
	16:30	VfL Bochum	-	VfB Stuttgart	3:1 (1:1)	
1		Bayern München	29	19	6	4	59:20	39	63
2		VfB Stuttgart	29	15	7	7	47:34	13	52
3		Borussia Dortmund	29	14	9	6	44:23	21	51
4		Hertha BSC	29	14	6	9	43:31	12	48
5		FC Schalke 04	29	11	13	5	42:31	11	46
6		Hamburger SV	29	12	9	8	35:34	1	45
7		Werder Bremen	29	13	4	12	43:42	1	43
8		VfL Wolfsburg	29	12	5	12	33:34	-1	41
9		TSV 1860 München	29	10	8	11	37:44	-7	38
10		Hannover 96	29	10	6	13	41:51	-10	36
11		1. FC Kaiserslautern	29	9	8	12	37:37	0	35
12		Arminia Bielefeld	29	8	11	10	31:34	-3	35
13		VfL Bochum	29	9	7	13	44:50	-6	34
14		Hansa Rostock	29	9	7	13	28:34	-6	34
15		Bor. Mönchengladbach	29	9	6	14	31:39	-8	33
16		Bayer Leverkusen	29	8	6	15	37:49	-12	30
17		1. FC Nürnberg	29	8	6	15	30:47	-17	30
18		Energie Cottbus	29	6	6	17	29:57	-28	24
