25/09/2020	19:30	Hertha BSC	-	Eintracht Frankfurt	1:3 (0:2)	
26/09/2020	14:30	Bor. Mönchengladbach	-	1. FC Union Berlin	1:1 (0:0)	
	14:30	Bayer Leverkusen	-	RB Leipzig	1:1 (1:1)	
	14:30	1. FSV Mainz 05	-	VfB Stuttgart	1:4 (1:1)	
	14:30	FC Augsburg	-	Borussia Dortmund	2:0 (1:0)	
	14:30	Arminia Bielefeld	-	1. FC Köln	1:0 (0:0)	
	17:30	FC Schalke 04	-	Werder Bremen	1:3 (0:2)	
27/09/2020	14:30	1899 Hoffenheim	-	Bayern München	4:1 (2:1)	
	17:00	SC Freiburg	-	VfL Wolfsburg	1:1 (1:1)	
1		1899 Hoffenheim	2	2	0	0	7:3	4	6
2		FC Augsburg	2	2	0	0	5:1	4	6
3		Eintracht Frankfurt	2	1	1	0	4:2	2	4
		RB Leipzig	2	1	1	0	4:2	2	4
5		SC Freiburg	2	1	1	0	4:3	1	4
6		Arminia Bielefeld	2	1	1	0	2:1	1	4
7		Bayern München	2	1	0	1	9:4	5	3
8		VfB Stuttgart	2	1	0	1	6:4	2	3
9		Hertha BSC	2	1	0	1	5:4	1	3
10		Borussia Dortmund	2	1	0	1	3:2	1	3
11		Werder Bremen	2	1	0	1	4:5	-1	3
12		Bayer Leverkusen	2	0	2	0	1:1	0	2
		VfL Wolfsburg	2	0	2	0	1:1	0	2
14		1. FC Union Berlin	2	0	1	1	2:4	-2	1
15		Bor. Mönchengladbach	2	0	1	1	1:4	-3	1
16		1. FC Köln	2	0	0	2	2:4	-2	0
17		1. FSV Mainz 05	2	0	0	2	2:7	-5	0
18		FC Schalke 04	2	0	0	2	1:11	-10	0
