17/05/2008	14:30	1. FC Nürnberg	-	FC Schalke 04	0:2 (0:1)	
	14:30	Bayer Leverkusen	-	Werder Bremen	0:1 (0:0)	
	14:30	Bayern München	-	Hertha BSC	4:1 (3:0)	
	14:30	VfB Stuttgart	-	Arminia Bielefeld	2:2 (0:1)	
	14:30	Hannover 96	-	Energie Cottbus	4:0 (2:0)	
	14:30	Borussia Dortmund	-	VfL Wolfsburg	2:4 (1:2)	
	14:30	Hamburger SV	-	Karlsruher SC	7:0 (3:0)	
	14:30	VfL Bochum	-	Hansa Rostock	1:2 (1:1)	
	14:30	Eintracht Frankfurt	-	MSV Duisburg	4:2 (3:0)	
1		Bayern München	34	22	10	2	68:21	47	76
2		Werder Bremen	34	20	6	8	75:45	30	66
3		FC Schalke 04	34	18	10	6	55:32	23	64
4		Hamburger SV	34	14	12	8	47:26	21	54
5		VfL Wolfsburg	34	15	9	10	58:46	12	54
6		VfB Stuttgart	34	16	4	14	57:57	0	52
7		Bayer Leverkusen	34	15	6	13	57:40	17	51
8		Hannover 96	34	13	10	11	54:56	-2	49
9		Eintracht Frankfurt	34	12	10	12	43:50	-7	46
10		Hertha BSC	34	12	8	14	39:44	-5	44
11		Karlsruher SC	34	11	10	13	38:53	-15	43
12		VfL Bochum	34	10	11	13	48:54	-6	41
13		Borussia Dortmund	34	10	10	14	50:62	-12	40
14		Energie Cottbus	34	9	9	16	35:56	-21	36
15		Arminia Bielefeld	34	8	10	16	35:60	-25	34
16		1. FC Nürnberg	34	7	10	17	35:51	-16	31
17		Hansa Rostock	34	8	6	20	30:52	-22	30
18		MSV Duisburg	34	8	5	21	36:55	-19	29
