11/03/2006	14:30	Werder Bremen	-	Hertha BSC	0:3 (0:0)	
	14:30	Arminia Bielefeld	-	Bayer Leverkusen	1:0 (1:0)	
	14:30	1. FSV Mainz 05	-	Bor. Mönchengladbach	3:0 (0:0)	
	14:30	VfB Stuttgart	-	Borussia Dortmund	0:0 (0:0)	
	14:30	VfL Wolfsburg	-	Bayern München	0:0 (0:0)	
	14:30	MSV Duisburg	-	Hannover 96	0:0 (0:0)	
	14:30	1. FC Köln	-	1. FC Nürnberg	3:4 (1:3)	
12/03/2006	16:30	FC Schalke 04	-	Eintracht Frankfurt	2:0 (0:0)	
	17:45	Hamburger SV	-	1. FC Kaiserslautern	3:0 (0:0)	
1		Bayern München	25	18	5	2	48:19	29	59
2		Hamburger SV	25	16	5	4	40:18	22	53
3		FC Schalke 04	25	14	9	2	37:18	19	51
4		Werder Bremen	25	15	5	5	55:29	26	50
5		VfB Stuttgart	25	7	14	4	27:22	5	35
6		Hertha BSC	25	8	9	8	37:35	2	33
7		Bor. Mönchengladbach	25	8	9	8	30:32	-2	33
8		Bayer Leverkusen	25	8	8	9	41:39	2	32
9		Hannover 96	25	6	13	6	34:31	3	31
10		Borussia Dortmund	25	7	10	8	29:29	0	31
11		Arminia Bielefeld	25	8	6	11	27:34	-7	30
12		1. FC Nürnberg	25	7	6	12	30:40	-10	27
13		VfL Wolfsburg	25	6	9	10	25:40	-15	27
14		Eintracht Frankfurt	25	7	5	13	31:41	-10	26
15		1. FSV Mainz 05	25	6	6	13	36:39	-3	24
16		1. FC Kaiserslautern	25	6	6	13	34:54	-20	24
17		MSV Duisburg	25	4	9	12	23:43	-20	21
18		1. FC Köln	25	4	6	15	35:56	-21	18
