24/04/2015	19:30	1. FSV Mainz 05	-	FC Schalke 04	2:0 (2:0)	
25/04/2015	14:30	1. FC Köln	-	Bayer Leverkusen	1:1 (0:0)	
	14:30	Hamburger SV	-	FC Augsburg	3:2 (2:1)	
	14:30	Hannover 96	-	1899 Hoffenheim	1:2 (1:1)	
	14:30	Borussia Dortmund	-	Eintracht Frankfurt	2:0 (2:0)	
	14:30	VfB Stuttgart	-	SC Freiburg	2:2 (2:0)	
	17:30	Bayern München	-	Hertha BSC	1:0 (0:0)	
26/04/2015	14:30	SC Paderborn 07	-	Werder Bremen	2:2 (2:1)	
	16:30	Bor. Mönchengladbach	-	VfL Wolfsburg	1:0 (0:0)	
1		Bayern München	30	24	4	2	77:13	64	76
2		VfL Wolfsburg	30	18	7	5	63:32	31	61
3		Bor. Mönchengladbach	30	16	9	5	45:22	23	57
4		Bayer Leverkusen	30	15	10	5	57:32	25	55
5		FC Schalke 04	30	11	9	10	38:34	4	42
6		FC Augsburg	30	13	3	14	38:40	-2	42
7		1899 Hoffenheim	30	11	7	12	45:48	-3	40
8		Borussia Dortmund	30	11	6	13	40:37	3	39
9		Werder Bremen	30	10	9	11	46:59	-13	39
10		1. FSV Mainz 05	30	8	13	9	42:41	1	37
11		Eintracht Frankfurt	30	9	9	12	51:59	-8	36
12		1. FC Köln	30	8	11	11	30:36	-6	35
13		Hertha BSC	30	9	7	14	34:46	-12	34
14		SC Freiburg	30	6	12	12	31:41	-10	30
15		Hannover 96	30	7	8	15	33:51	-18	29
16		Hamburger SV	30	7	7	16	19:46	-27	28
17		SC Paderborn 07	30	6	10	14	27:58	-31	28
18		VfB Stuttgart	30	6	9	15	34:55	-21	27
