17/10/2020	14:30	1899 Hoffenheim	-	Borussia Dortmund	0:1 (0:0)	
	14:30	SC Freiburg	-	Werder Bremen	1:1 (1:1)	
	14:30	Hertha BSC	-	VfB Stuttgart	0:2 (0:1)	
	14:30	1. FSV Mainz 05	-	Bayer Leverkusen	0:1 (0:1)	
	14:30	FC Augsburg	-	RB Leipzig	0:2 (0:1)	
	17:30	Arminia Bielefeld	-	Bayern München	1:4 (0:3)	
	19:30	Bor. Mönchengladbach	-	VfL Wolfsburg	1:1 (0:0)	
18/10/2020	14:30	1. FC Köln	-	Eintracht Frankfurt	1:1 (0:1)	
	17:00	FC Schalke 04	-	1. FC Union Berlin	1:1 (0:0)	
1		RB Leipzig	4	3	1	0	10:2	8	10
2		Bayern München	4	3	0	1	17:8	9	9
3		Borussia Dortmund	4	3	0	1	8:2	6	9
4		Eintracht Frankfurt	4	2	2	0	7:4	3	8
5		VfB Stuttgart	4	2	1	1	9:5	4	7
6		FC Augsburg	4	2	1	1	5:3	2	7
7		Werder Bremen	4	2	1	1	6:6	0	7
8		1899 Hoffenheim	4	2	0	2	8:6	2	6
9		Bayer Leverkusen	4	1	3	0	3:2	1	6
10		1. FC Union Berlin	4	1	2	1	7:5	2	5
11		Bor. Mönchengladbach	4	1	2	1	5:6	-1	5
12		SC Freiburg	4	1	2	1	5:8	-3	5
13		VfL Wolfsburg	4	0	4	0	2:2	0	4
14		Arminia Bielefeld	4	1	1	2	3:6	-3	4
15		Hertha BSC	4	1	0	3	8:10	-2	3
16		1. FC Köln	4	0	1	3	4:8	-4	1
17		FC Schalke 04	4	0	1	3	2:16	-14	1
18		1. FSV Mainz 05	4	0	0	4	2:12	-10	0
