04/10/2019	19:30	Hertha BSC	-	Fortuna Düsseldorf	3:1 (2:1)	
05/10/2019	14:30	Bayern München	-	1899 Hoffenheim	1:2 (0:0)	
	14:30	Bayer Leverkusen	-	RB Leipzig	1:1 (0:0)	
	14:30	SC Freiburg	-	Borussia Dortmund	2:2 (0:1)	
	14:30	SC Paderborn 07	-	1. FSV Mainz 05	1:2 (1:2)	
	17:30	FC Schalke 04	-	1. FC Köln	1:1 (0:0)	
06/10/2019	12:30	Bor. Mönchengladbach	-	FC Augsburg	5:1 (4:0)	
	14:30	VfL Wolfsburg	-	1. FC Union Berlin	1:0 (0:0)	
	17:00	Eintracht Frankfurt	-	Werder Bremen	2:2 (0:1)	
1		Bor. Mönchengladbach	7	5	1	1	15:6	9	16
2		VfL Wolfsburg	7	4	3	0	10:4	6	15
3		Bayern München	7	4	2	1	20:8	12	14
4		RB Leipzig	7	4	2	1	15:7	8	14
		SC Freiburg	7	4	2	1	15:7	8	14
6		FC Schalke 04	7	4	2	1	14:7	7	14
7		Bayer Leverkusen	7	4	2	1	12:8	4	14
8		Borussia Dortmund	7	3	3	1	19:11	8	12
9		Eintracht Frankfurt	7	3	2	2	11:10	1	11
10		Hertha BSC	7	3	1	3	12:12	0	10
11		Werder Bremen	7	2	2	3	12:16	-4	8
12		1899 Hoffenheim	7	2	2	3	6:11	-5	8
13		1. FSV Mainz 05	7	2	0	5	7:17	-10	6
14		FC Augsburg	7	1	2	4	8:19	-11	5
15		Fortuna Düsseldorf	7	1	1	5	9:14	-5	4
16		1. FC Union Berlin	7	1	1	5	6:13	-7	4
17		1. FC Köln	7	1	1	5	5:16	-11	4
18		SC Paderborn 07	7	0	1	6	9:19	-10	1
