04/03/2011	19:30	Borussia Dortmund	-	1. FC Köln	1:0 (1:0)	
05/03/2011	14:30	Hannover 96	-	Bayern München	3:1 (1:0)	
	14:30	VfB Stuttgart	-	FC Schalke 04	1:0 (1:0)	
	14:30	Bor. Mönchengladbach	-	1899 Hoffenheim	2:0 (0:0)	
	14:30	1. FC Nürnberg	-	FC St. Pauli	5:0 (3:0)	
	14:45	Eintracht Frankfurt	-	1. FC Kaiserslautern	0:0 (0:0)	
	17:30	Bayer Leverkusen	-	VfL Wolfsburg	3:0 (3:0)	
06/03/2011	14:30	SC Freiburg	-	Werder Bremen	1:3 (0:1)	
	16:30	Hamburger SV	-	1. FSV Mainz 05	2:4 (1:0)	
1		Borussia Dortmund	25	19	4	2	53:14	39	61
2		Bayer Leverkusen	25	14	7	4	53:34	19	49
3		Hannover 96	25	15	2	8	37:32	5	47
4		1. FSV Mainz 05	25	14	1	10	41:32	9	43
5		Bayern München	25	12	6	7	51:33	18	42
6		1. FC Nürnberg	25	11	6	8	39:32	7	39
7		Hamburger SV	25	11	4	10	37:36	1	37
8		SC Freiburg	25	11	4	10	32:34	-2	37
9		1899 Hoffenheim	25	8	9	8	41:37	4	33
10		FC Schalke 04	25	8	6	11	29:30	-1	30
11		1. FC Köln	25	8	5	12	31:43	-12	29
12		Eintracht Frankfurt	25	8	4	13	24:34	-10	28
13		FC St. Pauli	25	8	4	13	27:43	-16	28
14		Werder Bremen	25	7	7	11	33:51	-18	28
15		VfL Wolfsburg	25	6	8	11	29:37	-8	26
16		VfB Stuttgart	25	7	4	14	43:47	-4	25
17		1. FC Kaiserslautern	25	6	7	12	33:42	-9	25
18		Bor. Mönchengladbach	25	6	4	15	37:59	-22	22
