24/08/2007	19:30	VfL Bochum	-	Hamburger SV	2:1 (1:0)	
25/08/2007	14:30	VfB Stuttgart	-	MSV Duisburg	1:0 (1:0)	
	14:30	Bayern München	-	Hannover 96	3:0 (1:0)	
	14:30	Bayer Leverkusen	-	Karlsruher SC	3:0 (3:0)	
	14:30	1. FC Nürnberg	-	Werder Bremen	0:1 (0:0)	
	14:30	Borussia Dortmund	-	Energie Cottbus	3:0 (1:0)	
	14:30	Arminia Bielefeld	-	Hertha BSC	2:0 (0:0)	
26/08/2007	16:00	Eintracht Frankfurt	-	Hansa Rostock	1:0 (1:0)	
	16:00	VfL Wolfsburg	-	FC Schalke 04	1:1 (1:0)	
1		Bayern München	3	3	0	0	10:0	10	9
2		Arminia Bielefeld	3	2	1	0	7:3	4	7
3		VfL Bochum	3	2	1	0	6:4	2	7
4		Eintracht Frankfurt	3	2	1	0	4:2	2	7
5		Hamburger SV	3	2	0	1	3:2	1	6
6		FC Schalke 04	3	1	2	0	7:4	3	5
7		Bayer Leverkusen	3	1	1	1	3:1	2	4
8		VfL Wolfsburg	3	1	1	1	5:5	0	4
9		VfB Stuttgart	3	1	1	1	4:5	-1	4
10		Werder Bremen	3	1	1	1	3:6	-3	4
11		MSV Duisburg	3	1	0	2	4:5	-1	3
12		Hertha BSC	3	1	0	2	3:4	-1	3
13		Borussia Dortmund	3	1	0	2	5:7	-2	3
14		Karlsruher SC	3	1	0	2	3:5	-2	3
15		1. FC Nürnberg	3	1	0	2	2:4	-2	3
16		Hannover 96	3	1	0	2	2:5	-3	3
17		Energie Cottbus	3	0	1	2	1:5	-4	1
18		Hansa Rostock	3	0	0	3	1:6	-5	0
