17/04/2015	19:30	Eintracht Frankfurt	-	Bor. Mönchengladbach	0:0 (0:0)	
18/04/2015	14:30	1899 Hoffenheim	-	Bayern München	0:2 (0:1)	
	14:30	SC Freiburg	-	1. FSV Mainz 05	2:3 (0:2)	
	14:30	Bayer Leverkusen	-	Hannover 96	4:0 (2:0)	
	14:30	Hertha BSC	-	1. FC Köln	0:0 (0:0)	
	14:30	Borussia Dortmund	-	SC Paderborn 07	3:0 (0:0)	
	17:30	FC Augsburg	-	VfB Stuttgart	2:1 (1:1)	
19/04/2015	14:30	Werder Bremen	-	Hamburger SV	1:0 (0:0)	
	16:30	VfL Wolfsburg	-	FC Schalke 04	1:1 (0:0)	
1		Bayern München	29	23	4	2	76:13	63	73
2		VfL Wolfsburg	29	18	7	4	63:31	32	61
3		Bayer Leverkusen	29	15	9	5	56:31	25	54
4		Bor. Mönchengladbach	29	15	9	5	44:22	22	54
5		FC Schalke 04	29	11	9	9	38:32	6	42
6		FC Augsburg	29	13	3	13	36:37	-1	42
7		Werder Bremen	29	10	8	11	44:57	-13	38
8		1899 Hoffenheim	29	10	7	12	43:47	-4	37
9		Borussia Dortmund	29	10	6	13	38:37	1	36
10		Eintracht Frankfurt	29	9	9	11	51:57	-6	36
11		1. FSV Mainz 05	29	7	13	9	40:41	-1	34
12		1. FC Köln	29	8	10	11	29:35	-6	34
13		Hertha BSC	29	9	7	13	34:45	-11	34
14		SC Freiburg	29	6	11	12	29:39	-10	29
15		Hannover 96	29	7	8	14	32:49	-17	29
16		SC Paderborn 07	29	6	9	14	25:56	-31	27
17		VfB Stuttgart	29	6	8	15	32:53	-21	26
18		Hamburger SV	29	6	7	16	16:44	-28	25
